time,MRI-ESM2-0
2000.0,3023080400.0
2001.0,3056070700.0
2002.0,2996365800.0
2003.0,2959274800.0
2004.0,2958658600.0
2005.0,2943090400.0
2006.0,2982030800.0
2007.0,2930508800.0
2008.0,3010836500.0
2009.0,2943649000.0
2010.0,2917782000.0
2011.0,2912985300.0
2012.0,2936306200.0
2013.0,2952523300.0
2014.0,2903450600.0
2015.0,2890923000.0
2016.0,3151571700.0
2017.0,2913496300.0
2018.0,2963972400.0
2019.0,2868249000.0
2020.0,2867048000.0
2021.0,2884239400.0
2022.0,2864686800.0
2023.0,2863367400.0
2024.0,2827204000.0
2025.0,2811512600.0
2026.0,2786258000.0
2027.0,2761173500.0
2028.0,2745636900.0
2029.0,2729555200.0
2030.0,2685803300.0
2031.0,2664615000.0
2032.0,2629827800.0
2033.0,2597257500.0
2034.0,2554811100.0
2035.0,2501402600.0
2036.0,2473959200.0
2037.0,2512966700.0
2038.0,2404036400.0
2039.0,2381746400.0
2040.0,2338572000.0
2041.0,2292955400.0
2042.0,2239511600.0
2043.0,2202077000.0
2044.0,2133848600.0
2045.0,2066899100.0
2046.0,2012283500.0
2047.0,1950403500.0
2048.0,1882581600.0
2049.0,1819966200.0
2050.0,1765074300.0
2051.0,1705196700.0
2052.0,1642884400.0
2053.0,1594470500.0
2054.0,1538228600.0
2055.0,1484596500.0
2056.0,1429078900.0
2057.0,1394373800.0
2058.0,1336818000.0
2059.0,1309665700.0
2060.0,1255537500.0
2061.0,1215300900.0
2062.0,1191688600.0
2063.0,1164570600.0
2064.0,1132755200.0
2065.0,1096216000.0
2066.0,1072244700.0
2067.0,1044423800.0
2068.0,1471193300.0
2069.0,1011805630.0
2070.0,978282940.0
2071.0,955381060.0
2072.0,921543230.0
2073.0,892441150.0
2074.0,868159300.0
2075.0,842013250.0
2076.0,814773250.0
2077.0,792896000.0
2078.0,777947000.0
2079.0,759346100.0
2080.0,740786900.0
2081.0,717880900.0
2082.0,916083140.0
2083.0,694977900.0
2084.0,681820500.0
2085.0,666412300.0
2086.0,643380160.0
2087.0,629758340.0
2088.0,607119170.0
2089.0,582803000.0
2090.0,566972540.0
2091.0,552703400.0
2092.0,540051840.0
2093.0,526441660.0
2094.0,515558530.0
2095.0,502663650.0
2096.0,591222200.0
2097.0,483792450.0
2098.0,464993540.0
2099.0,460758880.0
2100.0,445961570.0
2101.0,435293860.0
