,cmip,gcm_original,gcm,scenario,rgi_reg,end_year,bias_correction,perc_area_missing,fpath,exp,historical_future_option,oggm_version
CMIP6:2100:MRI-ESM2-0:ssp370:RGI17,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp370,RGI17,2101,2000-2019,0.0009572504475165381,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/era5/per_glacier_spinup/CMIP6/2100/RGI17/run_hydro_era5_gcm_merged_MRI-ESM2-0_ssp370_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,era5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:MRI-ESM2-0:ssp585:RGI17,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp585,RGI17,2101,2000-2019,0.0009341440507144633,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/era5/per_glacier_spinup/CMIP6/2100/RGI17/run_hydro_era5_gcm_merged_MRI-ESM2-0_ssp585_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,era5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:MRI-ESM2-0:ssp585:RGI04,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp585,RGI04,2101,2000-2019,0.00016559778525985524,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/era5/per_glacier_spinup/CMIP6/2100/RGI04/run_hydro_era5_gcm_merged_MRI-ESM2-0_ssp585_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,era5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:MRI-ESM2-0:ssp370:RGI04,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp370,RGI04,2101,2000-2019,0.00016246729987907523,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/era5/per_glacier_spinup/CMIP6/2100/RGI04/run_hydro_era5_gcm_merged_MRI-ESM2-0_ssp370_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,era5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:MRI-ESM2-0:ssp126:RGI04,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp126,RGI04,2101,2000-2019,0.0002001064951995474,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/era5/per_glacier_spinup/CMIP6/2100/RGI04/run_hydro_era5_gcm_merged_MRI-ESM2-0_ssp126_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,era5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:MRI-ESM2-0:ssp126:RGI03,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp126,RGI03,2101,2000-2019,4.9110155753781816e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/era5/per_glacier_spinup/CMIP6/2100/RGI03/run_hydro_era5_gcm_merged_MRI-ESM2-0_ssp126_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,era5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:MRI-ESM2-0:ssp370:RGI03,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp370,RGI03,2101,2000-2019,4.9110155753781816e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/era5/per_glacier_spinup/CMIP6/2100/RGI03/run_hydro_era5_gcm_merged_MRI-ESM2-0_ssp370_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,era5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:MRI-ESM2-0:ssp585:RGI03,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp585,RGI03,2101,2000-2019,6.193473730281279e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/era5/per_glacier_spinup/CMIP6/2100/RGI03/run_hydro_era5_gcm_merged_MRI-ESM2-0_ssp585_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,era5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:MRI-ESM2-0:ssp126:RGI09,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp126,RGI09,2101,2000-2019,0.00022484280386729621,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/era5/per_glacier_spinup/CMIP6/2100/RGI09/run_hydro_era5_gcm_merged_MRI-ESM2-0_ssp126_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,era5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:MRI-ESM2-0:ssp370:RGI09,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp370,RGI09,2101,2000-2019,0.0004513913117639306,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/era5/per_glacier_spinup/CMIP6/2100/RGI09/run_hydro_era5_gcm_merged_MRI-ESM2-0_ssp370_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,era5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:MRI-ESM2-0:ssp585:RGI09,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp585,RGI09,2101,2000-2019,0.00022484280386729621,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/era5/per_glacier_spinup/CMIP6/2100/RGI09/run_hydro_era5_gcm_merged_MRI-ESM2-0_ssp585_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,era5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:MRI-ESM2-0:ssp126:RGI10,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp126,RGI10,2101,2000-2019,0.03573409857301775,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/era5/per_glacier_spinup/CMIP6/2100/RGI10/run_hydro_era5_gcm_merged_MRI-ESM2-0_ssp126_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,era5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:MRI-ESM2-0:ssp370:RGI10,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp370,RGI10,2101,2000-2019,0.03571625662693445,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/era5/per_glacier_spinup/CMIP6/2100/RGI10/run_hydro_era5_gcm_merged_MRI-ESM2-0_ssp370_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,era5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:MRI-ESM2-0:ssp585:RGI10,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp585,RGI10,2101,2000-2019,0.03573409857301775,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/era5/per_glacier_spinup/CMIP6/2100/RGI10/run_hydro_era5_gcm_merged_MRI-ESM2-0_ssp585_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,era5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:MRI-ESM2-0:ssp126:RGI18,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp126,RGI18,2101,2000-2019,2.668271072240427e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/era5/per_glacier_spinup/CMIP6/2100/RGI18/run_hydro_era5_gcm_merged_MRI-ESM2-0_ssp126_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,era5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:MRI-ESM2-0:ssp370:RGI18,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp370,RGI18,2101,2000-2019,2.668271072240427e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/era5/per_glacier_spinup/CMIP6/2100/RGI18/run_hydro_era5_gcm_merged_MRI-ESM2-0_ssp370_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,era5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:MRI-ESM2-0:ssp585:RGI18,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp585,RGI18,2101,2000-2019,2.668271072240427e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/era5/per_glacier_spinup/CMIP6/2100/RGI18/run_hydro_era5_gcm_merged_MRI-ESM2-0_ssp585_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,era5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:MRI-ESM2-0:ssp126:RGI12,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp126,RGI12,2101,2000-2019,0.11929300255854665,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/era5/per_glacier_spinup/CMIP6/2100/RGI12/run_hydro_era5_gcm_merged_MRI-ESM2-0_ssp126_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,era5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:MRI-ESM2-0:ssp370:RGI12,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp370,RGI12,2101,2000-2019,0.11929300255854665,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/era5/per_glacier_spinup/CMIP6/2100/RGI12/run_hydro_era5_gcm_merged_MRI-ESM2-0_ssp370_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,era5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:MRI-ESM2-0:ssp585:RGI12,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp585,RGI12,2101,2000-2019,0.11929300255854665,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/era5/per_glacier_spinup/CMIP6/2100/RGI12/run_hydro_era5_gcm_merged_MRI-ESM2-0_ssp585_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,era5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:MRI-ESM2-0:ssp126:RGI01,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp126,RGI01,2101,2000-2019,0.00032189083816414624,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/era5/per_glacier_spinup/CMIP6/2100/RGI01/run_hydro_era5_gcm_merged_MRI-ESM2-0_ssp126_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,era5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:MRI-ESM2-0:ssp370:RGI01,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp370,RGI01,2101,2000-2019,0.0003197000064099125,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/era5/per_glacier_spinup/CMIP6/2100/RGI01/run_hydro_era5_gcm_merged_MRI-ESM2-0_ssp370_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,era5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:MRI-ESM2-0:ssp585:RGI01,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp585,RGI01,2101,2000-2019,0.0003197000064099125,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/era5/per_glacier_spinup/CMIP6/2100/RGI01/run_hydro_era5_gcm_merged_MRI-ESM2-0_ssp585_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,era5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:MRI-ESM2-0:ssp126:RGI06,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp126,RGI06,2101,2000-2019,2.3870448565512632e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/era5/per_glacier_spinup/CMIP6/2100/RGI06/run_hydro_era5_gcm_merged_MRI-ESM2-0_ssp126_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,era5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:MRI-ESM2-0:ssp370:RGI06,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp370,RGI06,2101,2000-2019,2.3870448565512632e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/era5/per_glacier_spinup/CMIP6/2100/RGI06/run_hydro_era5_gcm_merged_MRI-ESM2-0_ssp370_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,era5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:MRI-ESM2-0:ssp585:RGI06,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp585,RGI06,2101,2000-2019,2.3870448565512632e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/era5/per_glacier_spinup/CMIP6/2100/RGI06/run_hydro_era5_gcm_merged_MRI-ESM2-0_ssp585_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,era5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:MRI-ESM2-0:ssp585:RGI15,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp585,RGI15,2101,2000-2019,0.0009011005955937625,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/era5/per_glacier_spinup/CMIP6/2100/RGI15/run_hydro_era5_gcm_merged_MRI-ESM2-0_ssp585_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,era5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:MRI-ESM2-0:ssp370:RGI15,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp370,RGI15,2101,2000-2019,0.0009011005955937625,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/era5/per_glacier_spinup/CMIP6/2100/RGI15/run_hydro_era5_gcm_merged_MRI-ESM2-0_ssp370_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,era5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:MRI-ESM2-0:ssp126:RGI15,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp126,RGI15,2101,2000-2019,0.0009049691452622753,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/era5/per_glacier_spinup/CMIP6/2100/RGI15/run_hydro_era5_gcm_merged_MRI-ESM2-0_ssp126_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,era5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:MRI-ESM2-0:ssp585:RGI11,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp585,RGI11,2101,2000-2019,0.0002757933719730841,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/era5/per_glacier_spinup/CMIP6/2100/RGI11/run_hydro_era5_gcm_merged_MRI-ESM2-0_ssp585_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,era5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:MRI-ESM2-0:ssp126:RGI11,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp126,RGI11,2101,2000-2019,0.0002757933719730841,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/era5/per_glacier_spinup/CMIP6/2100/RGI11/run_hydro_era5_gcm_merged_MRI-ESM2-0_ssp126_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,era5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:MRI-ESM2-0:ssp370:RGI11,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp370,RGI11,2101,2000-2019,0.0002757933719730841,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/era5/per_glacier_spinup/CMIP6/2100/RGI11/run_hydro_era5_gcm_merged_MRI-ESM2-0_ssp370_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,era5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:MRI-ESM2-0:ssp585:RGI08,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp585,RGI08,2101,2000-2019,0.00018921007506350233,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/era5/per_glacier_spinup/CMIP6/2100/RGI08/run_hydro_era5_gcm_merged_MRI-ESM2-0_ssp585_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,era5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:MRI-ESM2-0:ssp370:RGI08,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp370,RGI08,2101,2000-2019,0.00018921007506350233,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/era5/per_glacier_spinup/CMIP6/2100/RGI08/run_hydro_era5_gcm_merged_MRI-ESM2-0_ssp370_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,era5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:MRI-ESM2-0:ssp126:RGI08,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp126,RGI08,2101,2000-2019,0.00018921007506350233,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/era5/per_glacier_spinup/CMIP6/2100/RGI08/run_hydro_era5_gcm_merged_MRI-ESM2-0_ssp126_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,era5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:MRI-ESM2-0:ssp370:RGI02,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp370,RGI02,2101,2000-2019,0.0019793140067242147,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/era5/per_glacier_spinup/CMIP6/2100/RGI02/run_hydro_era5_gcm_merged_MRI-ESM2-0_ssp370_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,era5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:MRI-ESM2-0:ssp126:RGI02,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp126,RGI02,2101,2000-2019,0.0019793140067242147,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/era5/per_glacier_spinup/CMIP6/2100/RGI02/run_hydro_era5_gcm_merged_MRI-ESM2-0_ssp126_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,era5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:MRI-ESM2-0:ssp585:RGI02,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp585,RGI02,2101,2000-2019,0.0019793140067242147,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/era5/per_glacier_spinup/CMIP6/2100/RGI02/run_hydro_era5_gcm_merged_MRI-ESM2-0_ssp585_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,era5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:MRI-ESM2-0:ssp370:RGI05,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp370,RGI05,2101,2000-2019,9.078540308039052e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/era5/per_glacier_spinup/CMIP6/2100/RGI05/run_hydro_era5_gcm_merged_MRI-ESM2-0_ssp370_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,era5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:MRI-ESM2-0:ssp126:RGI05,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp126,RGI05,2101,2000-2019,0.00010777213780040468,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/era5/per_glacier_spinup/CMIP6/2100/RGI05/run_hydro_era5_gcm_merged_MRI-ESM2-0_ssp126_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,era5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:MRI-ESM2-0:ssp585:RGI05,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp585,RGI05,2101,2000-2019,9.193345667367234e-05,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/era5/per_glacier_spinup/CMIP6/2100/RGI05/run_hydro_era5_gcm_merged_MRI-ESM2-0_ssp585_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,era5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:MRI-ESM2-0:ssp126:RGI16,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp126,RGI16,2101,2000-2019,0.0007231840945632616,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/era5/per_glacier_spinup/CMIP6/2100/RGI16/run_hydro_era5_gcm_merged_MRI-ESM2-0_ssp126_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,era5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:MRI-ESM2-0:ssp370:RGI16,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp370,RGI16,2101,2000-2019,0.00017513613630888207,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/era5/per_glacier_spinup/CMIP6/2100/RGI16/run_hydro_era5_gcm_merged_MRI-ESM2-0_ssp370_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,era5_gcm_merged,oggm_v1.6.3_2025.6
CMIP6:2100:MRI-ESM2-0:ssp585:RGI16,CMIP6,MRI-ESM2-0,MRI-ESM2-0,ssp585,RGI16,2101,2000-2019,0.00017513613630888207,/home/www/oggm/oggm-standard-projections/oggm_v16/2025.6/era5/per_glacier_spinup/CMIP6/2100/RGI16/run_hydro_era5_gcm_merged_MRI-ESM2-0_ssp585_bc_2000_2019_endyr2101_Batch_*,per_glacier_spinup,era5_gcm_merged,oggm_v1.6.3_2025.6
